id,name,country,antecedent_aerosol_aod,antecedent_aerosol_state,antecedent_moisture_kgm2,antecedent_moisture_state,antecedent_no2_molec_cm2,ifs_fog_prob,fog_prob_24h,fog_prob_48h,fog_prob_72h,spatial_coverage,stagnation_trend,stagnation_slope_ms,extreme_fog_tail_p95,ens_max_fog_index_peak,target_date,aer_p1,aer_p2,aer_p3,mois_p1,mois_p2,mois_p3,fog_p1,fog_p2,fog_p3,fog_p4,fog_p5,stag_p1,stag_p2,stag_p3,tail_p1,tail_p2,tail_p3,tail_p4
287,GOALPARA,ASSAM,,Moderate,,Moderate,,0.8366,0.7908,0.7059,0.3922,1.0,Stable,0.358,0.6293,0.63,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.0,0.2321,0.7679,0.0021,0.6794,0.3185,0.0048,0.9873,0.0079,0.0
281,BONGAIGAON,ASSAM,,Moderate,,Moderate,,1.0,1.0,0.7451,0.4902,1.0,Stable,0.377,0.6341,0.6341,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0,1.0,0.0017,0.6571,0.3412,0.0037,0.9861,0.0102,0.0
291,KAMRUP RURAL,ASSAM,,Moderate,,Moderate,,0.5564,0.5329,0.3958,0.3251,0.7995,Stable,-0.018,0.6279,0.6285,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0009,0.8073,0.1918,0.0,0.0541,0.9038,0.0421,0.0053,0.9874,0.0073,0.0
NOT AVAILABLE,DIBRUGARH,ASSAM,,Moderate,,Moderate,,0.9069,0.9069,0.7255,0.5636,1.0,Stable,-0.203,0.6334,0.6336,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0163,0.9837,0.161,0.8294,0.0096,0.0038,0.9863,0.0099,0.0
NOT AVAILABLE,HOJAI,ASSAM,,Moderate,,Moderate,,0.902,0.902,0.7843,0.549,1.0,Stable,0.153,0.6049,0.6049,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0207,0.9793,0.0147,0.8614,0.1239,0.0179,0.9802,0.0019,0.0
616,TAMULPUR,ASSAM,,Moderate,,Moderate,,0.3533,0.3533,0.0,0.0,0.5005,Stable,0.08,0.5967,0.628,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0011,0.8236,0.1753,0.0,0.0,0.0266,0.8926,0.0808,0.0266,0.9723,0.0011,0.0
705,BISWANATH,ASSAM,,Moderate,,Moderate,,0.8824,0.8824,0.0196,0.0098,1.0,Improving,0.8,0.6315,0.6318,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0498,0.9502,0.0,0.1584,0.8416,0.0043,0.9868,0.0089,0.0
NOT AVAILABLE,BARPETA,ASSAM,,Moderate,,Moderate,,0.9902,0.9902,0.6765,0.5588,1.0,Stable,0.193,0.6329,0.6332,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0001,0.9999,0.0105,0.8366,0.153,0.0039,0.9865,0.0096,0.0
NOT AVAILABLE,BAJALI,ASSAM,,Moderate,,Moderate,,0.8333,0.8333,0.0294,0.0098,1.0,Stable,0.212,0.6364,0.637,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.0,0.2525,0.7475,0.0088,0.823,0.1682,0.0032,0.9853,0.0116,0.0
707,SOUTH SALMARA MANCACHAR,ASSAM,,Moderate,,Moderate,,0.9216,0.9216,0.3333,0.1373,1.0,Stable,0.182,0.5995,0.5995,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0075,0.9925,0.0115,0.8441,0.1444,0.0233,0.9754,0.0013,0.0
188,ARARIA,BIHAR,,Moderate,,Moderate,,0.8333,0.0735,0.2646,0.8333,1.0,Stagnating,-1.322,0.6079,0.6106,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.0,0.2525,0.7475,0.9969,0.0031,0.0,0.0154,0.9823,0.0022,0.0
611,ARWAL,BIHAR,,Moderate,,Moderate,,0.9608,0.0196,0.6275,0.9608,1.0,Stagnating,-0.965,0.6361,0.6361,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0007,0.9993,0.9395,0.0605,0.0,0.0032,0.9854,0.0114,0.0
189,AURANGABAD,BIHAR,,Moderate,,Moderate,,0.6273,0.0784,0.3464,0.5946,0.6664,Stagnating,-0.56,0.6256,0.6278,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.2926,0.7071,0.0003,0.5793,0.4205,0.0002,0.006,0.9876,0.0064,0.0
190,BANKA,BIHAR,,Moderate,,Moderate,,0.3282,0.0,0.0245,0.3282,0.2497,Stagnating,-1.26,0.6229,0.6308,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0052,0.9193,0.0756,0.0,0.0,0.9943,0.0057,0.0,0.007,0.9875,0.0055,0.0
191,BEGUSARAI,BIHAR,,Moderate,,Moderate,,0.9412,0.0,0.5196,0.9412,1.0,Stagnating,-1.182,0.6363,0.6366,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0024,0.9976,0.9885,0.0115,0.0,0.0032,0.9853,0.0115,0.0
192,BHAGALPUR,BIHAR,,Moderate,,Moderate,,0.915,0.1176,0.5033,0.915,1.0,Stagnating,-1.206,0.6348,0.6355,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0107,0.9893,0.9907,0.0093,0.0,0.0035,0.9859,0.0106,0.0
193,BHOJPUR,BIHAR,,Moderate,,Moderate,,0.928,0.0065,0.5947,0.928,1.0,Stagnating,-0.969,0.6369,0.6371,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0052,0.9948,0.9411,0.0589,0.0,0.0031,0.9851,0.0118,0.0
194,BUXAR,BIHAR,,Moderate,,Moderate,,0.9314,0.402,0.8824,0.9314,1.0,Stagnating,-0.735,0.6329,0.633,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0043,0.9957,0.7835,0.2165,0.0,0.0039,0.9865,0.0096,0.0
195,DARBHANGA,BIHAR,,Moderate,,Moderate,,0.8873,0.0637,0.4558,0.8873,1.0,Stagnating,-0.987,0.6344,0.6355,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0405,0.9595,0.9477,0.0523,0.0,0.0036,0.986,0.0104,0.0
196,GAYA,BIHAR,,Moderate,,Moderate,,0.5584,0.0628,0.3175,0.5486,0.3993,Stagnating,-0.673,0.6305,0.6324,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0008,0.7964,0.2028,0.0,0.7182,0.2818,0.0,0.0045,0.987,0.0084,0.0
197,GOPALGANJ,BIHAR,,Moderate,,Moderate,,0.9608,0.1421,0.9019,0.9608,1.0,Stagnating,-1.201,0.6389,0.639,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0007,0.9993,0.9903,0.0097,0.0,0.0027,0.9841,0.0131,0.0
239,JAHANABAD,BIHAR,,Moderate,,Moderate,,0.9804,0.0392,0.6863,0.9804,1.0,Stagnating,-1.215,0.6376,0.6376,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0002,0.9998,0.9914,0.0086,0.0,0.003,0.9848,0.0123,0.0
198,JAMUI,BIHAR,,Moderate,,Moderate,,0.3672,0.0098,0.23,0.3672,0.2495,Stagnating,-1.437,0.6323,0.6358,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0004,0.7434,0.2562,0.0,0.0,0.9991,0.0009,0.0,0.0041,0.9866,0.0093,0.0
200,KAIMUR,BIHAR,,Moderate,,Moderate,,0.2806,0.0979,0.261,0.2545,0.3327,Stable,-0.448,0.6171,0.6171,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0535,0.9381,0.0085,0.0,0.0,0.4315,0.5677,0.0008,0.0096,0.9865,0.0039,0.0
201,KATIHAR,BIHAR,,Moderate,,Moderate,,0.7333,0.0118,0.0862,0.7333,1.0,Stagnating,-1.136,0.6023,0.6063,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.0038,0.9049,0.0912,0.983,0.017,0.0,0.0203,0.9781,0.0016,0.0
202,KHAGARIA,BIHAR,,Moderate,,Moderate,,0.902,0.0,0.1569,0.902,1.0,Stagnating,-1.157,0.6245,0.6251,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0207,0.9793,0.9858,0.0142,0.0,0.0064,0.9876,0.006,0.0
203,KISHANGANJ,BIHAR,,Moderate,,Moderate,,0.5686,0.098,0.4314,0.5294,0.5,Stagnating,-1.617,0.6228,0.6259,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0004,0.7344,0.2652,0.0,0.9999,0.0001,0.0,0.007,0.9875,0.0055,0.0
204,LAKHISARAI,BIHAR,,Moderate,,Moderate,,0.7841,0.0,0.2744,0.7841,0.6662,Stagnating,-1.073,0.6359,0.6373,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.0001,0.6245,0.3753,0.9719,0.0281,0.0,0.0033,0.9855,0.0113,0.0
205,MADHEPURA,BIHAR,,Moderate,,Moderate,,0.8971,0.0,0.1374,0.8971,1.0,Stagnating,-1.301,0.6239,0.6241,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0261,0.9739,0.9962,0.0038,0.0,0.0066,0.9876,0.0058,0.0
206,MADHUBANI,BIHAR,,Moderate,,Moderate,,0.8863,0.3841,0.4509,0.8863,1.0,Stagnating,-1.019,0.6364,0.6383,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0422,0.9578,0.9582,0.0418,0.0,0.0032,0.9853,0.0115,0.0
207,MUNGER,BIHAR,,Moderate,,Moderate,,0.3923,0.0,0.0098,0.3923,0.0,Stagnating,-1.26,0.6115,0.6124,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0001,0.5615,0.4385,0.0,0.0,0.9943,0.0057,0.0,0.0129,0.9843,0.0028,0.0
208,MUZAFFARPUR,BIHAR,,Moderate,,Moderate,,0.9363,0.0882,0.6716,0.9363,1.0,Stagnating,-0.988,0.6376,0.6381,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0032,0.9968,0.9481,0.0519,0.0,0.003,0.9848,0.0123,0.0
209,NALANDA,BIHAR,,Moderate,,Moderate,,0.9608,0.0,0.4608,0.9608,1.0,Stagnating,-1.317,0.6357,0.6357,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0007,0.9993,0.9968,0.0032,0.0,0.0033,0.9856,0.0111,0.0
210,NAWADA,BIHAR,,Moderate,,Moderate,,0.6468,0.0,0.1961,0.6468,0.6662,Stagnating,-0.908,0.6237,0.6257,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.1744,0.8245,0.0011,0.9133,0.0867,0.0,0.0067,0.9876,0.0058,0.0
211,PASHCHIMI CHAMPARAN,BIHAR,,Moderate,,Moderate,,0.9607,0.8796,0.8481,0.8751,1.0,Stagnating,-0.603,0.6373,0.6375,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0007,0.9993,0.634,0.3659,0.0001,0.003,0.9849,0.0121,0.0
230,PATNA,BIHAR,,Moderate,,Moderate,,0.9739,0.0392,0.6993,0.9739,1.0,Stagnating,-1.263,0.639,0.6393,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0003,0.9997,0.9945,0.0055,0.0,0.0027,0.9841,0.0132,0.0
213,PURBI CHAMPARAN,BIHAR,,Moderate,,Moderate,,0.9294,0.6116,0.8353,0.9294,1.0,Stagnating,-0.786,0.6387,0.639,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0048,0.9952,0.8302,0.1698,0.0,0.0028,0.9842,0.013,0.0
214,PURNIA,BIHAR,,Moderate,,Moderate,,0.7582,0.0392,0.2154,0.7582,1.0,Stagnating,-1.363,0.6071,0.6082,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.0008,0.7978,0.2014,0.998,0.002,0.0,0.0161,0.9817,0.0021,0.0
215,ROHTAS,BIHAR,,Moderate,,Moderate,,0.4114,0.1176,0.3135,0.4114,0.5994,Stagnating,-0.57,0.635,0.6379,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.4096,0.5903,0.0001,0.0,0.5922,0.4077,0.0002,0.0035,0.9858,0.0107,0.0
216,SAHARSA,BIHAR,,Moderate,,Moderate,,0.8889,0.0131,0.2613,0.8889,1.0,Stagnating,-1.072,0.6341,0.6345,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0377,0.9623,0.9716,0.0284,0.0,0.0037,0.9861,0.0102,0.0
217,SAMASTIPUR,BIHAR,,Moderate,,Moderate,,0.9363,0.0245,0.5245,0.9363,1.0,Stagnating,-1.144,0.6371,0.6376,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0032,0.9968,0.984,0.016,0.0,0.0031,0.985,0.0119,0.0
218,SARAN,BIHAR,,Moderate,,Moderate,,0.9804,0.0941,0.8313,0.9804,1.0,Stagnating,-1.132,0.6391,0.6395,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0002,0.9998,0.9824,0.0176,0.0,0.0027,0.984,0.0133,0.0
219,SHEIKHPURA,BIHAR,,Moderate,,Moderate,,0.9804,0.0,0.2157,0.9804,1.0,Stagnating,-1.292,0.6386,0.6386,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0002,0.9998,0.9958,0.0042,0.0,0.0028,0.9843,0.0129,0.0
220,SHEOHAR,BIHAR,,Moderate,,Moderate,,0.902,0.2549,0.6667,0.902,1.0,Stagnating,-1.031,0.6364,0.6364,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0207,0.9793,0.9617,0.0383,0.0,0.0032,0.9853,0.0116,0.0
221,SITAMARHI,BIHAR,,Moderate,,Moderate,,0.8954,0.5554,0.4969,0.8954,1.0,Stagnating,-0.89,0.6359,0.6361,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0281,0.9719,0.9031,0.0969,0.0,0.0033,0.9855,0.0112,0.0
222,SIWAN,BIHAR,,Moderate,,Moderate,,0.9804,0.1241,0.9085,0.9804,1.0,Stagnating,-1.26,0.6398,0.6398,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0002,0.9998,0.9944,0.0056,0.0,0.0026,0.9837,0.0138,0.0
223,SUPAUL,BIHAR,,Moderate,,Moderate,,0.5951,0.0262,0.085,0.5951,0.6671,Stagnating,-1.492,0.6055,0.6061,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.5388,0.4612,0.0,0.9995,0.0005,0.0,0.0174,0.9807,0.0019,0.0
224,VAISHALI,BIHAR,,Moderate,,Moderate,,0.9559,0.0343,0.6863,0.9559,1.0,Stagnating,-1.168,0.6391,0.6394,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0009,0.9991,0.987,0.013,0.0,0.0027,0.984,0.0133,0.0
382,KAWARDHA (KABIRDHAM),CHHATTISGARH,,Moderate,,Moderate,,0.0033,0.0033,0.0,0.0,0.0,Stable,0.329,0.5182,0.5383,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,1.0,0.0,0.0,0.0,0.0,0.0029,0.7127,0.2844,0.3579,0.642,0.0,0.0
734,GAURELA-PENDRA-MARWAHI,CHHATTISGARH,,Moderate,,Moderate,,0.0098,0.0098,0.0,0.0,0.0,Stable,0.325,0.5158,0.5322,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9999,0.0001,0.0,0.0,0.0,0.003,0.7167,0.2803,0.3762,0.6238,0.0,0.0
648,SURAJPUR,CHHATTISGARH,,Moderate,,Moderate,,0.3458,0.3458,0.0147,0.0785,0.2506,Stable,-0.035,0.6263,0.6281,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0018,0.8592,0.1391,0.0,0.0,0.0604,0.9022,0.0374,0.0058,0.9875,0.0067,0.0
649,BALRAMPUR,CHHATTISGARH,,Moderate,,Moderate,,0.0943,0.0925,0.0124,0.0124,0.0908,Stable,-0.18,0.5818,0.6145,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9828,0.0172,0.0,0.0,0.0,0.1433,0.845,0.0117,0.0508,0.9488,0.0004,0.0
647,MUNGELI,CHHATTISGARH,,Moderate,,Moderate,,0.0,0.0,0.0,0.0,0.0,Stable,0.161,0.4964,0.4992,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,1.0,0.0,0.0,0.0,0.0,0.0138,0.857,0.1292,0.5289,0.4711,0.0,0.0
376,DAKSHIN BASTAR DANTEWARA,CHHATTISGARH,,Moderate,,Moderate,,0.0049,0.0049,0.0,0.0,0.0,Stagnating,-0.58,0.4946,0.5011,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,1.0,0.0,0.0,0.0,0.0,0.6048,0.395,0.0002,0.5432,0.4568,0.0,0.0
417,BIJAPUR,CHHATTISGARH,,Moderate,,Moderate,,0.0606,0.041,0.0161,0.0268,0.0,Stable,-0.382,0.6132,0.6138,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9973,0.0027,0.0,0.0,0.0,0.3472,0.6511,0.0016,0.0118,0.9851,0.0031,0.0
414,BASTAR,CHHATTISGARH,,Moderate,,Moderate,,0.0326,0.0326,0.0,0.0033,0.0,Stagnating,-0.628,0.5744,0.5989,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9996,0.0004,0.0,0.0,0.0,0.6649,0.335,0.0001,0.0683,0.9315,0.0002,0.0
642,SUKMA,CHHATTISGARH,,Moderate,,Moderate,,0.0926,0.0112,0.087,0.0477,0.0,Stable,-0.376,0.6151,0.6182,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9842,0.0158,0.0,0.0,0.0,0.3403,0.658,0.0017,0.0107,0.9859,0.0035,0.0
643,KONDAGAON,CHHATTISGARH,,Moderate,,Moderate,,0.0131,0.0066,0.0,0.0109,0.0,Stable,-0.244,0.5473,0.5512,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9999,0.0001,0.0,0.0,0.0,0.1963,0.7971,0.0066,0.1719,0.8281,0.0,0.0
637,NARAYANPUR,CHHATTISGARH,,Moderate,,Moderate,,0.0,0.0,0.0,0.0,0.0,Stable,-0.132,0.3949,0.3957,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,1.0,0.0,0.0,0.0,0.0,0.1097,0.8726,0.0176,0.9822,0.0178,0.0,0.0
413,UTTAR BASTAR KANKER,CHHATTISGARH,,Moderate,,Moderate,,0.0087,0.0087,0.0,0.0,0.0,Stable,-0.15,0.5456,0.5504,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9999,0.0001,0.0,0.0,0.0,0.1214,0.8634,0.0152,0.1811,0.8189,0.0,0.0
645,GARIYABAND,CHHATTISGARH,,Moderate,,Moderate,,0.0336,0.0308,0.0,0.0224,0.0,Stable,-0.262,0.5879,0.5919,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9996,0.0004,0.0,0.0,0.0,0.214,0.7805,0.0055,0.0394,0.96,0.0006,0.0
412,DHAMTARI,CHHATTISGARH,,Moderate,,Moderate,,0.0196,0.0065,0.0,0.0163,0.0,Stable,-0.206,0.5343,0.5352,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9998,0.0002,0.0,0.0,0.0,0.1639,0.8269,0.0093,0.2461,0.7539,0.0,0.0
646,BALOD,CHHATTISGARH,,Moderate,,Moderate,,0.0947,0.0686,0.0033,0.0523,0.0,Stable,-0.398,0.5974,0.5994,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9824,0.0176,0.0,0.0,0.0,0.3664,0.6322,0.0014,0.0257,0.9732,0.0011,0.0
385,MAHASAMUND,CHHATTISGARH,,Moderate,,Moderate,,0.0028,0.0,0.0,0.0028,0.0,Stable,-0.197,0.5226,0.5415,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,1.0,0.0,0.0,0.0,0.0,0.1565,0.8335,0.0101,0.3256,0.6744,0.0,0.0
378,DURG,CHHATTISGARH,,Moderate,,Moderate,,0.0196,0.0147,0.0,0.0098,0.0,Stable,0.035,0.5472,0.5491,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9998,0.0002,0.0,0.0,0.0,0.0372,0.9021,0.0606,0.1726,0.8274,0.0,0.0
387,RAIPUR,CHHATTISGARH,,Moderate,,Moderate,,0.0261,0.0,0.0,0.0261,0.0,Stable,-0.03,0.5305,0.5364,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9997,0.0003,0.0,0.0,0.0,0.0585,0.9028,0.0387,0.271,0.7289,0.0,0.0
650,BEMETARA,CHHATTISGARH,,Moderate,,Moderate,,0.0589,0.0589,0.0,0.0196,0.0,Stable,0.338,0.5821,0.5851,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9976,0.0024,0.0,0.0,0.0,0.0026,0.7033,0.2941,0.0504,0.9492,0.0004,0.0
406,BILASPUR,CHHATTISGARH,,Moderate,,Moderate,,0.0359,0.0294,0.0,0.0327,0.0,Stable,0.118,0.5861,0.6002,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9995,0.0005,0.0,0.0,0.0,0.0197,0.8789,0.1014,0.0425,0.957,0.0005,0.0
404,KORBA,CHHATTISGARH,,Moderate,,Moderate,,0.071,0.0661,0.0269,0.0514,0.0,Stable,-0.233,0.5906,0.6014,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9951,0.0049,0.0,0.0,0.0,0.187,0.8057,0.0073,0.035,0.9642,0.0007,0.0
402,JASHPUR,CHHATTISGARH,,Moderate,,Moderate,,0.0,0.0,0.0,0.0,0.0,Stable,-0.247,0.4759,0.4762,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,1.0,0.0,0.0,0.0,0.0,0.1991,0.7945,0.0064,0.6852,0.3148,0.0,0.0
401,SURGUJA,CHHATTISGARH,,Moderate,,Moderate,,0.1176,0.1176,0.0,0.0039,0.1999,Stable,0.291,0.5358,0.6026,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9504,0.0496,0.0,0.0,0.0,0.0042,0.7529,0.2429,0.2368,0.7632,0.0,0.0
759,KHAIRGARH-CHHUIKHADAN-GANDAI,CHHATTISGARH,,Moderate,,Moderate,,0.0049,0.0,0.0,0.0049,0.0,Stable,0.112,0.5146,0.5261,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,1.0,0.0,0.0,0.0,0.0,0.0207,0.8814,0.0979,0.3851,0.6149,0.0,0.0
388,RAJNANDGAON,CHHATTISGARH,,Moderate,,Moderate,,0.0327,0.0327,0.0,0.0,0.0,Stable,-0.144,0.556,0.5568,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9996,0.0004,0.0,0.0,0.0,0.1179,0.8663,0.0159,0.1315,0.8684,0.0001,0.0
761,MOHLA-MANPUR-AMBAGARH CHOWKI,CHHATTISGARH,,Moderate,,Moderate,,0.0196,0.0196,0.0,0.0,0.0,Stable,-0.245,0.5281,0.5591,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9998,0.0002,0.0,0.0,0.0,0.1973,0.7962,0.0065,0.2872,0.7128,0.0,0.0
379,JANJGIR - CHAMPA,CHHATTISGARH,,Moderate,,Moderate,,0.0039,0.0,0.0,0.0039,0.0,Stable,-0.046,0.4708,0.5017,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,1.0,0.0,0.0,0.0,0.0,0.0651,0.9005,0.0344,0.7206,0.2794,0.0,0.0
762,SAKTI,CHHATTISGARH,,Moderate,,Moderate,,0.1242,0.0654,0.0065,0.1046,0.0,Stable,-0.078,0.6206,0.6218,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9352,0.0648,0.0,0.0,0.0,0.0799,0.8932,0.027,0.0079,0.9872,0.0048,0.0
403,RAIGARH,CHHATTISGARH,,Moderate,,Moderate,,0.0262,0.0218,0.0022,0.0109,0.0,Stable,0.318,0.5691,0.589,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9997,0.0003,0.0,0.0,0.0,0.0032,0.7249,0.2719,0.0836,0.9163,0.0001,0.0
384,KOREA,CHHATTISGARH,,Moderate,,Moderate,,0.2113,0.2113,0.0737,0.113,0.2507,Improving,0.527,0.6243,0.6307,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.4106,0.5894,0.0001,0.0,0.0,0.0003,0.4641,0.5356,0.0065,0.9876,0.006,0.0
760,MANENDRAGARH-CHIRMIRI-BHARATPUR,CHHATTISGARH,,Moderate,,Moderate,,0.1654,0.1654,0.0028,0.0281,0.0,Stable,-0.008,0.6116,0.6123,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.7553,0.2447,0.0,0.0,0.0,0.0506,0.9043,0.0451,0.0128,0.9844,0.0028,0.0
386,SARANGARH-BILAIGARH,CHHATTISGARH,,Moderate,,Moderate,,0.0098,0.0,0.0,0.0098,0.0,Stable,-0.173,0.5506,0.5555,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9999,0.0001,0.0,0.0,0.0,0.1378,0.8498,0.0125,0.1558,0.8441,0.0,0.0
644,BALODA BAZAR,CHHATTISGARH,,Moderate,,Moderate,,0.0392,0.0163,0.0131,0.0392,0.0,Stable,0.136,0.601,0.6072,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9994,0.0006,0.0,0.0,0.0,0.017,0.8705,0.1124,0.0217,0.9769,0.0014,0.0
95,NAZUL,DELHI,,Moderate,,Moderate,,0.1961,0.0784,0.0784,0.1961,0.0,Stable,-0.427,0.6047,0.6047,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.5313,0.4687,0.0,0.0,0.0,0.4037,0.5953,0.001,0.0181,0.9801,0.0018,0.0
